drug_name,medical_condition,rating,no_of_reviews
mucinex allergy,hayfever,-1.0,0.0
nasalcrom,hayfever,7.5,4.0
olopatadine,hayfever,8.2,11.0
promethazine dm,hayfever,1.0,1.0
rhinocort allergy,hayfever,9.0,1.0
scot-tussin allergy,hayfever,-1.0,0.0
siladryl allergy,hayfever,-1.0,0.0
twilite,hayfever,-1.0,0.0
valu-dryl,hayfever,-1.0,0.0
vanamine pd,hayfever,-1.0,0.0
wal-finate,hayfever,9.0,1.0
a-phedrin,hayfever,-1.0,0.0
abatuss dmx,hayfever,-1.0,0.0
acetaminophen / chlorpheniramine,hayfever,1.0,1.0
actifed cold and allergy,hayfever,-1.0,0.0
advil allergy sinus,hayfever,-1.0,0.0
advil children's allergy sinus,hayfever,-1.0,0.0
alahist d,hayfever,-1.0,0.0
alavert d-12 hour allergy and sinus,hayfever,1.0,1.0
allan tannate pediatric,hayfever,-1.0,0.0
all day allergy-d,hayfever,-1.0,0.0
allerest maximum strength,hayfever,-1.0,0.0
allerest pe,hayfever,-1.0,0.0
allerfrim,hayfever,-1.0,0.0
allergy & congestion relief,hayfever,-1.0,0.0
allergy relief d,hayfever,-1.0,0.0
aphedrid,hayfever,-1.0,0.0
aprodine,hayfever,10.0,1.0
arbinoxa,hayfever,-1.0,0.0
benadryl allergy plus congestion,hayfever,-1.0,0.0
bp allergy jr,hayfever,-1.0,0.0
brohist d,hayfever,-1.0,0.0
bromaline,hayfever,-1.0,0.0
bromatan plus,hayfever,-1.0,0.0
bromax,hayfever,-1.0,0.0
brompheniramine / phenylephrine,hayfever,-1.0,0.0
brompheniramine / pseudoephedrine,hayfever,10.0,3.0
brompheniramine,hayfever,9.5,4.0
brotapp,hayfever,-1.0,0.0
capron dm,hayfever,-1.0,0.0
capron dmt,hayfever,-1.0,0.0
carbinoxamine,hayfever,9.3,3.0
carboxine,hayfever,-1.0,0.0
children's triacting night time,hayfever,-1.0,0.0
chlorex-a 12,hayfever,-1.0,0.0
chlorpheniramine / codeine,hayfever,-1.0,0.0
chlorpheniramine / ibuprofen / pseudoephedrine,hayfever,-1.0,0.0
chlorpheniramine / phenylephrine / pyrilamine,hayfever,-1.0,0.0
chlorpheniramine / pseudoephedrine,hayfever,8.9,9.0
chlortan d,hayfever,-1.0,0.0
ciclesonide,hayfever,6.4,17.0
clarinex-d 12 hour,hayfever,9.0,1.0
clarinex-d 24 hour,hayfever,-1.0,0.0
clarinex reditabs,hayfever,-1.0,0.0
clear-atadine-d,hayfever,-1.0,0.0
clemastine,hayfever,10.0,1.0
codar ar,hayfever,-1.0,0.0
codimal dm,hayfever,-1.0,0.0
conal,hayfever,-1.0,0.0
conex,hayfever,-1.0,0.0
coricidin hbp cold & flu,hayfever,1.0,1.0
cromolyn,hayfever,7.5,5.0
dallergy drops,hayfever,-1.0,0.0
decon-a,hayfever,-1.0,0.0
deconamine,hayfever,10.0,3.0
deltuss dmx,hayfever,-1.0,0.0
desloratadine / pseudoephedrine,hayfever,9.0,1.0
dexchlorpheniramine / dextromethorphan / pseudoephedrine,hayfever,-1.0,0.0
dexchlorpheniramine / phenylephrine,hayfever,-1.0,0.0
dexchlorpheniramine,hayfever,6.8,4.0
dextromethorphan / diphenhydramine / phenylephrine,hayfever,-1.0,0.0
dextromethorphan / phenylephrine / pyrilamine,hayfever,-1.0,0.0
dextromethorphan / promethazine,hayfever,1.0,1.0
dextromethorphan / pyrilamine,hayfever,-1.0,0.0
dicel,hayfever,-1.0,0.0
dimetane decongestant,hayfever,-1.0,0.0
dimetapp children's cold & allergy,hayfever,-1.0,0.0
diphenhydramine / phenylephrine,hayfever,10.0,1.0
dixaphedrine,hayfever,-1.0,0.0
doxylamine,hayfever,9.0,1.0
drixoral cold and allergy,hayfever,9.9,17.0
dytan-d,hayfever,-1.0,0.0
dytan-dm,hayfever,-1.0,0.0
ed a-hist,hayfever,-1.0,0.0
ed chlorped d,hayfever,-1.0,0.0
equaline sleep aid,hayfever,-1.0,0.0
equate sleep aid,hayfever,-1.0,0.0
grastek,hayfever,-1.0,0.0
histafed,hayfever,-1.0,0.0
histex ct,hayfever,-1.0,0.0
histex ie,hayfever,-1.0,0.0
histex pd,hayfever,-1.0,0.0
house dust mite allergen extract,hayfever,-1.0,0.0
karbinal er,hayfever,-1.0,0.0
leader allergy relief d-24,hayfever,-1.0,0.0
lodrane d,hayfever,-1.0,0.0
lohist-d,hayfever,-1.0,0.0
loratadine-d 12 hour,hayfever,-1.0,0.0
mixed grass pollens allergen extract,hayfever,-1.0,0.0
mometasone / olopatadine,hayfever,-1.0,0.0
nalex a 12,hayfever,-1.0,0.0
nasonex 24hr allergy,hayfever,-1.0,0.0
nohist lq,hayfever,-1.0,0.0
novahistine,hayfever,-1.0,0.0
odactra,hayfever,-1.0,0.0
oralair,hayfever,-1.0,0.0
phena-plus,hayfever,-1.0,0.0
phenagil,hayfever,-1.0,0.0
pheniramine / phenylephrine,hayfever,-1.0,0.0
phenylephrine / promethazine,hayfever,-1.0,0.0
polmon,hayfever,-1.0,0.0
pseudoephedrine / triprolidine,hayfever,8.7,7.0
ragweed pollen allergen extract,hayfever,-1.0,0.0
ragwitek,hayfever,-1.0,0.0
ru-hist d,hayfever,-1.0,0.0
ru-hist forte,hayfever,-1.0,0.0
ryaltris,hayfever,-1.0,0.0
ryclora,hayfever,-1.0,0.0
rymed,hayfever,-1.0,0.0
rynex pe,hayfever,-1.0,0.0
ryvent,hayfever,-1.0,0.0
semprex-d,hayfever,10.0,10.0
sinus & allergy pe,hayfever,-1.0,0.0
sudafed pe sinus & allergy,hayfever,-1.0,0.0
sudogest sinus & allergy,hayfever,-1.0,0.0
sutan-dm,hayfever,-1.0,0.0
timothy grass pollen allergen extract,hayfever,-1.0,0.0
tuzistra xr,hayfever,-1.0,0.0
vi-sudo,hayfever,-1.0,0.0
zetonna,hayfever,-1.0,0.0
acyclovir,herpes,8.0,94.0
valacyclovir,herpes,5.8,9.0
zovirax cream,herpes,9.3,4.0
abreva,herpes,4.5,422.0
acyclovir,herpes,8.6,14.0
zovirax ointment,herpes,8.7,3.0
zovirax,herpes,7.4,7.0
docosanol,herpes,4.6,433.0
blistex ointment,herpes,10.0,1.0
allantoin / camphor / phenol,herpes,10.0,1.0
lisinopril,hypertension,4.9,540.0
amlodipine,hypertension,3.7,658.0
losartan,hypertension,4.5,527.0
hydrochlorothiazide,hypertension,5.0,151.0
metoprolol,hypertension,5.1,271.0
atenolol,hypertension,6.6,126.0
norvasc,hypertension,4.0,92.0
carvedilol,hypertension,4.1,99.0
benicar,hypertension,7.2,109.0
furosemide,hypertension,4.4,15.0
clonidine,hypertension,5.8,109.0
cozaar,hypertension,6.1,56.0
hydrochlorothiazide / lisinopril,hypertension,5.6,75.0
bystolic,hypertension,6.2,212.0
diovan,hypertension,6.6,62.0
lopressor,hypertension,6.2,10.0
toprol-xl,hypertension,6.3,37.0
spironolactone,hypertension,4.9,47.0
valsartan,hypertension,5.5,132.0
avapro,hypertension,5.2,38.0
enalapril,hypertension,4.8,20.0
hydralazine,hypertension,2.7,77.0
lasix,hypertension,4.2,10.0
nifedipine,hypertension,3.9,96.0
prinivil,hypertension,5.5,10.0
propranolol,hypertension,5.5,50.0
ramipril,hypertension,5.8,97.0
zestril,hypertension,6.7,12.0
diltiazem,hypertension,5.1,69.0
hydrochlorothiazide / losartan,hypertension,6.3,57.0
irbesartan,hypertension,4.4,93.0
olmesartan,hypertension,6.4,177.0
vasotec,hypertension,2.0,1.0
chlorthalidone,hypertension,3.8,33.0
coreg,hypertension,5.5,15.0
hydrochlorothiazide / triamterene,hypertension,5.6,45.0
katerzia,hypertension,-1.0,0.0
norliqva,hypertension,-1.0,0.0
verapamil,hypertension,5.0,22.0
amlodipine / benazepril,hypertension,5.8,50.0
benazepril,hypertension,5.4,20.0
bisoprolol,hypertension,6.8,48.0
diovan hct,hypertension,6.7,20.0
doxazosin,hypertension,4.5,31.0
maxzide,hypertension,9.3,5.0
tenormin,hypertension,7.1,9.0
benicar hct,hypertension,6.5,28.0
candesartan,hypertension,4.4,81.0
cartia xt,hypertension,5.5,14.0
coreg cr,hypertension,6.7,3.0
exforge,hypertension,5.8,56.0
kapspargo sprinkle,hypertension,-1.0,0.0
labetalol,hypertension,5.9,20.0
perindopril,hypertension,4.8,40.0
qbrelis,hypertension,-1.0,0.0
telmisartan,hypertension,5.3,79.0
aldactone,hypertension,5.0,5.0
altace,hypertension,6.8,8.0
amlodipine / valsartan,hypertension,5.8,59.0
aquazide h,hypertension,-1.0,0.0
atenolol / chlorthalidone,hypertension,8.6,6.0
azor,hypertension,8.5,59.0
captopril,hypertension,7.4,7.0
cardizem cd,hypertension,1.5,2.0
carospir,hypertension,-1.0,0.0
catapres,hypertension,-1.0,0.0
catapres-tts,hypertension,8.0,8.0
dyazide,hypertension,4.7,7.0
esidrix,hypertension,-1.0,0.0
felodipine,hypertension,4.5,15.0
hydrochlorothiazide / valsartan,hypertension,6.8,24.0
hyzaar,hypertension,6.6,21.0
indapamide,hypertension,4.2,18.0
inderal la,hypertension,9.0,3.0
innopran xl,hypertension,-1.0,0.0
lotrel,hypertension,5.9,29.0
micardis,hypertension,5.6,38.0
microzide,hypertension,8.0,2.0
nebivolol,hypertension,6.0,243.0
nitroglycerin,hypertension,1.0,2.0
prazosin,hypertension,4.0,11.0
procardia xl,hypertension,5.7,3.0
quinapril,hypertension,5.6,10.0
terazosin,hypertension,5.1,13.0
accupril,hypertension,0.0,2.0
adalat cc,hypertension,7.5,2.0
afeditab cr,hypertension,8.0,1.0
amlodipine / atorvastatin,hypertension,6.0,5.0
amlodipine / hydrochlorothiazide / valsartan,hypertension,9.7,7.0
amlodipine / olmesartan,hypertension,8.4,60.0
apresoline,hypertension,5.0,3.0
atacand,hypertension,5.6,7.0
avalide,hypertension,9.6,5.0
benazepril / hydrochlorothiazide,hypertension,5.5,4.0
bendroflumethiazide / nadolol,hypertension,10.0,1.0
bendroflumethiazide,hypertension,4.0,2.0
bisoprolol / hydrochlorothiazide,hypertension,5.9,34.0
caduet,hypertension,9.5,3.0
calan sr,hypertension,4.0,1.0
cardizem la,hypertension,2.0,1.0
cardura,hypertension,5.0,1.0
dilacor xr,hypertension,8.0,1.0
dilt-xr,hypertension,9.0,1.0
diltia xt,hypertension,-1.0,0.0
diltzac,hypertension,-1.0,0.0
epaned,hypertension,-1.0,0.0
eplerenone,hypertension,5.9,8.0
exforge hct,hypertension,9.6,5.0
fosinopril,hypertension,8.3,3.0
guanfacine,hypertension,6.5,12.0
hydrochlorothiazide / irbesartan,hypertension,9.3,6.0
hydrochlorothiazide / olmesartan,hypertension,6.1,30.0
hydrochlorothiazide / telmisartan,hypertension,6.7,17.0
lotensin,hypertension,5.5,4.0
matzim la,hypertension,-1.0,0.0
methyldopa,hypertension,6.9,11.0
metolazone,hypertension,-1.0,0.0
micardis hct,hypertension,6.9,15.0
minitran,hypertension,-1.0,0.0
minoxidil,hypertension,6.8,5.0
nadolol,hypertension,7.0,3.0
nexiclon xr,hypertension,-1.0,0.0
nitro-bid,hypertension,-1.0,0.0
nitro-dur,hypertension,1.0,1.0
nitro-time,hypertension,-1.0,0.0
nitrolingual pumpspray,hypertension,-1.0,0.0
nitromist,hypertension,-1.0,0.0
nitrostat,hypertension,-1.0,0.0
nitro td patch-a,hypertension,-1.0,0.0
taztia xt,hypertension,-1.0,0.0
tekturna,hypertension,7.2,27.0
tiadylt er,hypertension,-1.0,0.0
tiazac,hypertension,0.0,2.0
torsemide,hypertension,2.5,2.0
verelan,hypertension,-1.0,0.0
verelan pm,hypertension,5.5,2.0
zestoretic,hypertension,8.3,5.0
ziac,hypertension,5.6,19.0
accuretic,hypertension,4.0,1.0
acebutolol,hypertension,9.7,3.0
aldactazide,hypertension,10.0,1.0
aldoril,hypertension,-1.0,0.0
aliskiren / hydrochlorothiazide,hypertension,8.5,4.0
aliskiren,hypertension,6.9,29.0
amiloride / hydrochlorothiazide,hypertension,-1.0,0.0
amiloride,hypertension,5.5,2.0
amlodipine / celecoxib,hypertension,-1.0,0.0
amlodipine / hydrochlorothiazide / olmesartan,hypertension,7.5,20.0
amlodipine / perindopril,hypertension,2.0,2.0
amlodipine / telmisartan,hypertension,8.5,13.0
atacand hct,hypertension,-1.0,0.0
azilsartan medoxomil / chlorthalidone,hypertension,7.4,25.0
azilsartan medoxomil,hypertension,5.0,44.0
betaxolol,hypertension,10.0,1.0
brevibloc,hypertension,-1.0,0.0
candesartan / hydrochlorothiazide,hypertension,5.5,2.0
captopril / hydrochlorothiazide,hypertension,0.0,1.0
cardene iv,hypertension,-1.0,0.0
chlorothiazide,hypertension,-1.0,0.0
clevidipine,hypertension,-1.0,0.0
cleviprex,hypertension,-1.0,0.0
conjupri,hypertension,-1.0,0.0
consensi,hypertension,-1.0,0.0
corgard,hypertension,10.0,1.0
corzide,hypertension,-1.0,0.0
corzide 40/5,hypertension,-1.0,0.0
corzide 80/5,hypertension,10.0,1.0
demadex,hypertension,-1.0,0.0
diuril,hypertension,-1.0,0.0
diuril sodium,hypertension,-1.0,0.0
dutoprol,hypertension,-1.0,0.0
edarbi,hypertension,4.9,41.0
edarbyclor,hypertension,7.4,25.0
enalapril / hydrochlorothiazide,hypertension,-1.0,0.0
eprosartan,hypertension,-1.0,0.0
esmolol,hypertension,-1.0,0.0
fosinopril / hydrochlorothiazide,hypertension,-1.0,0.0
guanabenz,hypertension,0.0,1.0
hydrochlorothiazide / methyldopa,hypertension,-1.0,0.0
hydrochlorothiazide / metoprolol,hypertension,0.0,1.0
hydrochlorothiazide / moexipril,hypertension,8.0,1.0
hydrochlorothiazide / quinapril,hypertension,4.0,1.0
hydrochlorothiazide / spironolactone,hypertension,10.0,1.0
hytrin,hypertension,8.0,3.0
inspra,hypertension,10.0,1.0
isradipine,hypertension,-1.0,0.0
levamlodipine,hypertension,-1.0,0.0
lopressor hct,hypertension,-1.0,0.0
lotensin hct,hypertension,-1.0,0.0
maxzide-25,hypertension,-1.0,0.0
mecamylamine,hypertension,-1.0,0.0
midamor,hypertension,1.0,1.0
minipress,hypertension,7.5,3.0
moexipril,hypertension,8.0,2.0
nebivolol / valsartan,hypertension,-1.0,0.0
nicardipine,hypertension,-1.0,0.0
nisoldipine,hypertension,0.0,1.0
pindolol,hypertension,6.0,3.0
prestalia,hypertension,-1.0,0.0
sular,hypertension,0.0,1.0
tarka,hypertension,9.0,4.0
tekturna hct,hypertension,8.5,4.0
tenoretic,hypertension,-1.0,0.0
tenoretic 50,hypertension,9.0,1.0
tenoretic 100,hypertension,-1.0,0.0
timolol,hypertension,-1.0,0.0
trandate,hypertension,4.0,1.0
trandolapril / verapamil,hypertension,9.0,4.0
trandolapril,hypertension,-1.0,0.0
tribenzor,hypertension,7.5,20.0
twynsta,hypertension,8.4,11.0
vaseretic,hypertension,-1.0,0.0
vecamyl,hypertension,-1.0,0.0
zaroxolyn,hypertension,-1.0,0.0
levothyroxine,hypothyroidism,5.1,468.0
synthroid,hypothyroidism,6.3,89.0
armour thyroid,hypothyroidism,6.6,124.0
levoxyl,hypothyroidism,6.6,17.0
cytomel,hypothyroidism,6.9,39.0
tirosint,hypothyroidism,6.7,50.0
euthyrox,hypothyroidism,1.1,92.0
liothyronine,hypothyroidism,6.3,69.0
nature-throid,hypothyroidism,6.3,28.0
unithroid,hypothyroidism,7.3,3.0
westhroid,hypothyroidism,10.0,2.0
levo-t,hypothyroidism,0.0,1.0
thyquidity,hypothyroidism,10.0,1.0
thyroid desiccated,hypothyroidism,5.0,317.0
tirosint-sol,hypothyroidism,1.0,3.0
np thyroid,hypothyroidism,3.0,129.0
triostat,hypothyroidism,-1.0,0.0
wp thyroid,hypothyroidism,5.2,15.0
budesonide,ibd (bowel),7.6,31.0
prednisone,ibd (bowel),6.0,4.0
mesalamine,ibd (bowel),7.3,14.0
sulfasalazine,ibd (bowel),7.0,3.0
lialda,ibd (bowel),5.5,2.0
asacol,ibd (bowel),9.0,1.0
pentasa,ibd (bowel),8.5,4.0
apriso,ibd (bowel),9.5,2.0
remicade,ibd (bowel),-1.0,0.0
infliximab,ibd (bowel),-1.0,0.0
asacol hd,ibd (bowel),-1.0,0.0
azulfidine,ibd (bowel),-1.0,0.0
delzicol,ibd (bowel),10.0,1.0
rowasa,ibd (bowel),-1.0,0.0
entocort ec,ibd (bowel),7.9,12.0
hydrocortisone,ibd (bowel),-1.0,0.0
azathioprine,ibd (bowel),5.0,2.0
dexamethasone,ibd (bowel),-1.0,0.0
mercaptopurine,ibd (bowel),-1.0,0.0
imuran,ibd (bowel),1.0,1.0
cromolyn,ibd (bowel),7.0,3.0
cyclosporine,ibd (bowel),-1.0,0.0
dexamethasone intensol,ibd (bowel),-1.0,0.0
gastrocrom,ibd (bowel),-1.0,0.0
acthar,ibd (bowel),-1.0,0.0
cortef,ibd (bowel),-1.0,0.0
corticotropin,ibd (bowel),-1.0,0.0
cortifoam,ibd (bowel),-1.0,0.0
mycophenolate mofetil,ibd (bowel),-1.0,0.0
cortenema,ibd (bowel),-1.0,0.0
de-sone la,ibd (bowel),-1.0,0.0
dxevo,ibd (bowel),-1.0,0.0
solu-cortef,ibd (bowel),-1.0,0.0
zodex,ibd (bowel),-1.0,0.0
azasan,ibd (bowel),-1.0,0.0
azulfidine en-tabs,ibd (bowel),-1.0,0.0
h.p. acthar gel,ibd (bowel),-1.0,0.0
oxybutynin,incontinence,5.7,74.0
myrbetriq,incontinence,4.3,80.0
vesicare,incontinence,6.6,41.0
detrol la,incontinence,6.1,7.0
tolterodine,incontinence,5.8,18.0
toviaz,incontinence,6.5,15.0
amitriptyline,incontinence,7.0,3.0
solifenacin,incontinence,6.5,49.0
oxytrol,incontinence,8.4,18.0
detrol,incontinence,5.5,2.0
ditropan xl,incontinence,-1.0,0.0
hyoscyamine,incontinence,8.0,5.0
mirabegron,incontinence,4.4,93.0
duloxetine,incontinence,6.2,5.0
trospium,incontinence,6.7,21.0
gelnique,incontinence,2.0,1.0
botox,incontinence,4.4,22.0
fesoterodine,incontinence,6.6,16.0
darifenacin,incontinence,5.0,8.0
flavoxate,incontinence,-1.0,0.0
onabotulinumtoxina,incontinence,4.4,22.0
trazodone,insomnia,6.2,867.0
ambien,insomnia,7.0,543.0
zolpidem,insomnia,6.9,1008.0
belsomra,insomnia,3.6,505.0
suvorexant,insomnia,3.7,530.0
dayvigo,insomnia,4.2,170.0
temazepam,insomnia,6.4,423.0
daridorexant,insomnia,3.0,29.0
lemborexant,insomnia,4.2,180.0
quviviq,insomnia,3.0,29.0
amitriptyline,insomnia,7.1,267.0
lunesta,insomnia,5.8,313.0
quetiapine,insomnia,7.6,507.0
restoril,insomnia,6.8,104.0
ativan,insomnia,7.4,36.0
mirtazapine,insomnia,7.0,453.0
lorazepam,insomnia,7.2,123.0
clonazepam,insomnia,7.2,187.0
gabapentin,insomnia,7.5,130.0
doxepin,insomnia,5.7,303.0
estazolam,insomnia,8.6,24.0
flurazepam,insomnia,8.1,97.0
halcion,insomnia,7.9,30.0
ambien cr,insomnia,6.5,98.0
diphenhydramine,insomnia,4.9,362.0
eszopiclone,insomnia,5.6,407.0
rozerem,insomnia,4.3,102.0
silenor,insomnia,6.2,122.0
sonata,insomnia,5.7,71.0
advil pm,insomnia,6.9,12.0
doxylamine,insomnia,6.5,210.0
triazolam,insomnia,8.2,60.0
quazepam,insomnia,9.8,12.0
edluar,insomnia,9.2,12.0
olanzapine,insomnia,5.8,96.0
tylenol pm,insomnia,5.9,26.0
unisom sleeptabs,insomnia,5.6,75.0
zaleplon,insomnia,5.2,132.0
compoz nighttime sleep aid,insomnia,9.0,2.0
doral,insomnia,9.7,6.0
ramelteon,insomnia,4.0,144.0
chloral hydrate,insomnia,8.1,18.0
dimenhydrinate,insomnia,8.4,9.0
diphenhydramine / ibuprofen,insomnia,7.1,14.0
nytol,insomnia,4.0,126.0
oxazepam,insomnia,6.6,13.0
pentobarbital,insomnia,10.0,1.0
simply sleep,insomnia,5.2,20.0
sominex,insomnia,6.4,61.0
unisom sleepgels,insomnia,5.1,20.0
unisom sleepmelts,insomnia,9.0,1.0
zolpimist,insomnia,7.4,8.0
zzzquil,insomnia,3.1,57.0
acetaminophen / diphenhydramine,insomnia,6.3,31.0
amobarbital,insomnia,10.0,1.0
ibuprofen pm,insomnia,8.5,2.0
nighttime sleepaid,insomnia,10.0,1.0
nytol quickcaps,insomnia,-1.0,0.0
phenobarbital,insomnia,9.0,3.0
sleep aid,insomnia,8.4,7.0
sleepinal,insomnia,-1.0,0.0
twilite,insomnia,-1.0,0.0
z-sleep,insomnia,7.0,1.0
aleve pm,insomnia,6.9,23.0
diphenhydramine / magnesium salicylate,insomnia,-1.0,0.0
diphenhydramine / naproxen,insomnia,6.9,23.0
doans pm,insomnia,-1.0,0.0
equaline sleep aid,insomnia,-1.0,0.0
equate sleep aid,insomnia,5.0,9.0
headache relief pm,insomnia,6.0,1.0
legatrin pm,insomnia,-1.0,0.0
midol pm,insomnia,-1.0,0.0
motrin pm,insomnia,-1.0,0.0
percogesic extra strength,insomnia,-1.0,0.0
percogesic original strength,insomnia,-1.0,0.0
zopiclone,insomnia,9.5,2.0
esterified estrogens / methyltestosterone,menopause,9.2,13.0
eemt hs,menopause,-1.0,0.0
covaryx,menopause,-1.0,0.0
eemt,menopause,-1.0,0.0
bijuva,menopause,5.6,10.0
estradiol / progesterone,menopause,5.6,10.0
covaryx hs,menopause,-1.0,0.0
sumatriptan,migraine,7.6,434.0
imitrex,migraine,7.7,170.0
zomig,migraine,7.0,95.0
cambia,migraine,7.0,52.0
nurtec odt,migraine,5.2,171.0
zolmitriptan,migraine,7.4,153.0
rizatriptan,migraine,8.3,314.0
maxalt,migraine,8.7,120.0
reyvow,migraine,4.5,17.0
elyxyb,migraine,-1.0,0.0
lasmiditan,migraine,4.5,19.0
rimegepant,migraine,5.3,174.0
tosymra,migraine,-1.0,0.0
gabapentin,migraine,7.9,118.0
relpax,migraine,8.6,148.0
excedrin migraine,migraine,7.6,110.0
amerge,migraine,8.4,29.0
cyclobenzaprine,migraine,7.7,42.0
fiorinal,migraine,8.5,48.0
treximet,migraine,9.1,89.0
maxalt-mlt,migraine,8.7,71.0
diclofenac,migraine,7.3,62.0
ubrelvy,migraine,5.4,176.0
naratriptan,migraine,8.4,49.0
aspirin / butalbital / caffeine,migraine,8.8,82.0
frova,migraine,9.0,41.0
botox,migraine,6.1,23.0
eletriptan,migraine,8.3,176.0
excedrin,migraine,6.6,28.0
reglan,migraine,3.0,131.0
metoclopramide,migraine,3.4,188.0
almotriptan,migraine,9.0,33.0
naproxen / sumatriptan,migraine,9.0,96.0
venlafaxine,migraine,4.9,19.0
acetaminophen / aspirin / caffeine,migraine,7.0,220.0
cyproheptadine,migraine,6.8,35.0
imitrex statdose,migraine,8.4,18.0
methergine,migraine,9.7,8.0
migranal,migraine,7.4,20.0
acetaminophen / aspirin / caffeine / salicylamide,migraine,9.9,9.0
cafergot,migraine,8.5,13.0
dihydroergotamine,migraine,6.8,33.0
frovatriptan,migraine,9.1,51.0
memantine,migraine,6.7,7.0
migergot,migraine,10.0,6.0
orphenadrine,migraine,6.4,11.0
zembrace symtouch,migraine,-1.0,0.0
zomig-zmt,migraine,8.4,16.0
caffeine / ergotamine,migraine,9.1,23.0
celecoxib,migraine,-1.0,0.0
d.h.e. 45,migraine,6.9,7.0
ergomar,migraine,9.0,1.0
ergotamine,migraine,5.0,4.0
methylergonovine,migraine,9.8,10.0
onabotulinumtoxina,migraine,6.1,23.0
onzetra xsail,migraine,6.2,5.0
painaid,migraine,9.5,2.0
prochlorperazine,migraine,1.0,1.0
vanquish,migraine,9.0,3.0
zomig nasal spray,migraine,6.0,2.0
anacin advanced headache formula,migraine,-1.0,0.0
backaid inflammatory pain formula,migraine,-1.0,0.0
fortabs,migraine,-1.0,0.0
genace,migraine,-1.0,0.0
goody's extra-strength headache powders,migraine,5.3,54.0
goody's extra strength,migraine,10.0,2.0
goody's headache powders,migraine,6.0,8.0
migraine relief,migraine,-1.0,0.0
trudhesa,migraine,-1.0,0.0
ubrogepant,migraine,5.4,176.0
meloxicam,osteoarthritis,6.8,198.0
celebrex,osteoarthritis,7.1,79.0
diclofenac,osteoarthritis,7.6,113.0
mobic,osteoarthritis,8.1,57.0
naproxen,osteoarthritis,6.7,51.0
celecoxib,osteoarthritis,7.1,91.0
ibuprofen,osteoarthritis,7.5,5.0
voltaren,osteoarthritis,7.4,41.0
chondroitin / glucosamine,osteoarthritis,5.9,32.0
voltaren arthritis pain gel,osteoarthritis,7.0,101.0
cymbalta,osteoarthritis,6.3,34.0
diclofenac,osteoarthritis,7.1,174.0
prednisone,osteoarthritis,8.3,16.0
aleve,osteoarthritis,5.9,8.0
arthrotec,osteoarthritis,8.3,24.0
cataflam,osteoarthritis,9.5,2.0
aspirin,osteoarthritis,8.3,4.0
medrol dosepak,osteoarthritis,10.0,2.0
nabumetone,osteoarthritis,6.2,18.0
duloxetine,osteoarthritis,5.9,40.0
etodolac,osteoarthritis,6.8,24.0
advil,osteoarthritis,1.0,1.0
motrin,osteoarthritis,10.0,1.0
vimovo,osteoarthritis,5.2,27.0
naprosyn,osteoarthritis,6.0,5.0
pennsaid,osteoarthritis,7.7,47.0
arthritis pain,osteoarthritis,-1.0,0.0
ecotrin,osteoarthritis,-1.0,0.0
zorvolex,osteoarthritis,9.4,7.0
aspergum,osteoarthritis,-1.0,0.0
aspiritab,osteoarthritis,-1.0,0.0
aspirtab,osteoarthritis,-1.0,0.0
bayer aspirin,osteoarthritis,-1.0,0.0
bayer aspirin extra strength plus,osteoarthritis,-1.0,0.0
easprin,osteoarthritis,-1.0,0.0
ecpirin,osteoarthritis,-1.0,0.0
entercote,osteoarthritis,-1.0,0.0
genacote,osteoarthritis,-1.0,0.0
halfprin,osteoarthritis,-1.0,0.0
methylprednisolone,osteoarthritis,7.8,15.0
norwich aspirin,osteoarthritis,-1.0,0.0
vazalore,osteoarthritis,-1.0,0.0
depo-medrol,osteoarthritis,10.0,4.0
indocin,osteoarthritis,9.5,2.0
indomethacin,osteoarthritis,7.8,5.0
proprinal,osteoarthritis,-1.0,0.0
a-g profen,osteoarthritis,-1.0,0.0
acetaminophen / codeine,osteoarthritis,7.0,10.0
actiprofen,osteoarthritis,-1.0,0.0
addaprin,osteoarthritis,-1.0,0.0
advil liqui-gels,osteoarthritis,-1.0,0.0
chondroitin / glucosamine / methylsulfonylmethane,osteoarthritis,7.9,13.0
diclofenac / misoprostol,osteoarthritis,8.0,32.0
duexis,osteoarthritis,6.8,25.0
genpril,osteoarthritis,-1.0,0.0
ibu-200,osteoarthritis,-1.0,0.0
medrol,osteoarthritis,-1.0,0.0
midol ib,osteoarthritis,-1.0,0.0
motrin ib,osteoarthritis,-1.0,0.0
naprelan,osteoarthritis,9.4,5.0
nuprin,osteoarthritis,-1.0,0.0
osteo bi-flex,osteoarthritis,7.0,9.0
piroxicam,osteoarthritis,8.0,8.0
aflaxen,osteoarthritis,-1.0,0.0
all day pain relief,osteoarthritis,-1.0,0.0
all day relief,osteoarthritis,-1.0,0.0
anaprox,osteoarthritis,2.0,1.0
anaprox-ds,osteoarthritis,-1.0,0.0
cosamin ds,osteoarthritis,5.0,2.0
diclozor,osteoarthritis,-1.0,0.0
diflunisal,osteoarthritis,9.7,3.0
dolobid,osteoarthritis,10.0,1.0
ec-naprosyn,osteoarthritis,-1.0,0.0
feldene,osteoarthritis,9.0,4.0
flanax pain reliever,osteoarthritis,-1.0,0.0
kenalog-40,osteoarthritis,4.8,17.0
ketoprofen,osteoarthritis,8.2,5.0
lofena,osteoarthritis,-1.0,0.0
methylprednisolone dose pack,osteoarthritis,4.5,2.0
